id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q7466263,President of Uzbekistan,Q265,Q265,,,1991-09-01,,,,President of Uzbekistan
Q7200492,Vice President of Uzbekistan,Q265,Q265,,,1990,1992,,,Vice President of Uzbekistan
Q1348717,Prime Minister of Uzbekistan,Q265,Q265,,Q24649022,1992-01-08,,,,Prime Minister of Uzbekistan
Q110185294,First Deputy Prime Minister of Uzbekistan,Q265,Q265,,,,,,,
Q110185020,Deputy Prime Minister of Uzbekistan,Q265,Q265,,,,,,,
Q110184795,Minister of Agriculture and Water Resources,,Q265,,,,,,,
Q110185049,Minister of Construction,Q265,Q265,,,,,,,
Q110184822,Minister of Culture and Sports,,Q265,,,,,,,
Q110184811,Minister of Defense,,Q265,,,,,,,
Q110184818,Minister of Economy,,Q265,,,,,,,
Q110184960,Minister of Economic Development and Poverty Reduction,Q265,Q265,,,,,,,
Q110184814,Minister of Emergency Situations,,Q265,,,,,,,
Q110184885,Minister of Employment and Labour Relations of the Republic of Uzbekistan,,Q265,,,,,,,
Q110185231,Minister of Energy of Uzbekistan,Q265,Q265,,,,,,,
Q110184808,Minister of Finance,,Q265,,,,,,,
Q76419028,Minister of Foreign Affairs of Uzbekistan,Q265,Q265,,,,,,,
Q110184829,Minister of Higher Education of Uzbekistan,,Q265,,,,,,,
Q110185178,Minister of Housing of Uzbekistan,Q265,Q265,,,,,,,
Q110184858,Minister of Information Technology and Communication of the Republic of Uzbekistan,,Q265,,,,,,,
Q110185201,Minister of Innovative Development,Q265,Q265,,,,,,,
Q110184806,Minister of Internal Affairs,,Q265,,,,,,,
Q110185074,Minister of Investments and Foreign Trade,Q265,Q265,,,,,,,
Q110184816,Minister of Justice,,Q265,,,,,,,
Q110184798,Minister of Labor and Social Protection of Population,,Q265,,,,,,,
Q110185248,Minister for Support of Mahalla and Family,Q265,Q265,,,,,,,
Q110185184,Minister of Pre-School Education of Uzbekistan,Q265,Q265,,,,,,,
Q110184804,Minister of Public Health,,Q265,,,,,,,
Q110184938,Minister of Public Education of the Republic of Uzbekistan,,Q265,,,,,,,
Q110184891,Minister of Sport of Uzbekistan,,Q265,,,,,,,
Q110186714,Minister of Tourism and Sport of Uzbekistan,Q265,Q265,,,,,,,
Q110186797,Minister of Transport of Uzbekistan,Q265,Q265,,,,,,,
Q110185226,Minister of Water Resources,Q265,Q265,,,,,,,
Q110185358,Chair of the Council of Ministers of the Republic of Karakalpakstan,,Q484245,,,,,,,
Q12829603,Prosecutor General of Uzbekistan,,,,,,,,,
Q110186854,Chair of the Senate of Uzbekistan,,,,,,,,,
Q110186847,Speaker of the Legislative Chamber of Uzbekistan,,,,,,,,,
Q110187196,Governor of the Central Bank of Uzbekistan,Q265,,,,,,,,
Q65070835,Chief of the General Staff,,Q265,,,,,,,Chief of the General Staff (Uzbekistan)
